Gene,CTL_1,CTL_2,TGFb_1,TGFb_2
TGFBI,9.915981478,10.44434959,13.01417566,13.6037453
PMEPA1,8.489193265,8.792546697,11.52136957,11.97498742
SERPINE1,10.19213962,9.525965425,12.94193389,13.29741962
COL4A1,8.493526747,8.741979841,11.07084995,11.63851518
TAGLN,7.092746534,7.140190771,9.375858072,9.374623541
COL6A3,6.98802656,7.024728032,9.217187566,10.31552038
04-Mar,7.559929187,7.446177471,9.832142017,9.905831952
SCG5,9.79923899,9.497483579,11.63571776,11.85802507
LAMC2,10.29340716,10.27540435,12.09324569,12.75514337
PLAU,11.92304717,11.98767145,13.60912332,13.98759854
KISS1,9.844792128,9.775014314,11.55158989,11.74240552
ADAM19,8.351916389,9.033962299,10.02902134,10.56227409
FSTL3,7.851196519,7.805954353,9.506756259,9.926950035
HS.554507,7.223162523,7.456411012,8.801899118,9.11238355
LOC653110,6.906807113,6.731367373,8.35816652,8.305153628
HS.553145,7.180286432,6.682619173,8.646472048,9.229656488
COL4A2,7.838564437,7.446742698,9.288458359,9.778799535
COL7A1,10.66448283,10.04303382,12.08419331,11.9312415
FLJ10986,8.273936047,8.35136334,9.697745303,9.816414434
PODXL,9.919787653,10.00222793,11.34304784,11.87246563
ANXA8L2,7.060780514,7.028886937,8.408775356,8.389028509
LPXN,11.55805321,11.56102895,12.94770163,12.9698012
ANXA8,7.180724959,7.058615185,8.527388888,8.434577283
FERMT1,9.26111087,9.444161062,10.64498706,11.26056935
MGC4294,7.1675861,7.568266586,8.48377921,9.107251498
C15ORF48,10.1331016,10.1404135,11.44635624,11.89984614
CSF1R,7.041488188,7.243376866,8.26962847,8.934661252
PLCXD1,7.140027992,7.242911973,8.366460664,8.013488358
PIK3IP1,8.51956575,9.015721192,9.80035163,10.32455509
PPAPDC1A,7.226720847,7.44803365,8.430964172,8.504077011
HS.390407,7.671207422,7.551112188,8.870293902,9.144354912
PDGFB,6.921025248,6.76292602,8.05885939,8.557859537
TNFRSF11B,7.60716199,7.406307336,8.789348246,8.642283109
MMP9,6.998176344,7.443866095,8.133651075,8.347575837
begf,8.964981197,9.286199118,10.13686869,10.38918513
APCDD1L,10.60613951,10.65965958,11.7403494,12.14227499
SLC29A1,9.418893651,9.591023845,10.56105318,11.09061904
LOC652846,6.638758076,6.589076948,7.671763685,7.683054374
THBS1,11.75475891,11.44830762,12.85440113,12.658108
COL5A1,10.04467524,10.2300061,11.14865663,11.44729908
LOC643296,6.91385973,7.002499274,7.930923348,8.237996032
TFPI2,9.054847734,8.896351334,10.15619014,10.63514866
ADAMTS6,6.986134917,6.908443068,7.995987955,7.736825195
C6ORF105,7.609030468,7.581424387,8.656739948,8.876841392
TIMP1,13.79807154,14.16677281,14.73836372,15.07011773
EPHA4,8.051108771,7.92575415,9.096369754,9.421970732
LOC728285,6.841263276,6.914792486,7.802292244,7.582754921
SH3KBP1,10.82934705,11.04249379,11.86161866,12.10299497
EDN1,9.381314684,9.057708486,10.39534396,10.06322879
C1ORF106,8.431918257,8.615342265,9.452140606,10.16113559
FSD2,6.26383475,6.728604888,7.154145665,6.475388686
SRPX,9.877741493,10.26524623,10.85351824,11.32375806
MYO10,8.619703947,8.85869565,9.596664171,9.884454684
UCN2,8.381181963,8.207827675,9.352167909,9.266836607
HSF2BP,7.474518797,7.57077367,8.397744562,8.42733419
PLEK2,10.65865545,10.6842433,11.60227863,12.3052344
SLC46A3,8.934015893,9.070203736,9.89602149,10.35085521
NGF,8.194964177,8.103721708,9.121669944,8.869844281
PTPRK,9.977070915,10.1895461,10.9175877,11.41545577
TPM1,9.52333816,9.548780055,10.44115331,10.75283084
ODZ3,10.29608701,10.29756184,11.20675882,11.78478295
FURIN,7.38660354,7.534444014,8.266824718,8.64609711
LPAR5,6.746785944,6.775473176,7.553963928,7.877013594
TUBA4A,9.352167909,9.285550162,10.26603383,10.25233196
CGB5,6.61688592,6.725135071,7.416748456,7.673392643
C10ORF85,6.99531574,7.092746534,7.807729023,8.087115269
PDZK1IP1,7.524387926,7.809594018,8.372556964,8.557286867
PRSS3,10.05413529,10.32742878,10.92788357,11.38349807
MLLT11,8.398195067,8.738275085,9.269117559,9.965984857
RGS10,10.60027076,10.89463573,11.45958397,11.4027507
INPP4B,9.261451474,9.258000085,10.12204467,10.07652298
C4ORF26,6.752312033,6.646678843,7.492955189,7.653966724
FHOD3,8.040061092,8.291673117,8.879235301,9.167906156
CDS1,7.323039069,7.394039753,8.124223225,8.622157841
OCIAD2,12.41454438,12.63209089,13.22974368,13.34940169
PARP8,8.150513441,8.082402566,8.975420267,8.784567055
SDCCAG8,7.921721674,7.868230534,8.745178457,8.749643261
TBC1D2B,9.335267585,9.221051419,10.17791275,10.44434959
IGFBP7,11.76084177,12.08659684,12.5763367,12.63209089
NLRP3,7.035180629,7.036971418,7.791950541,7.743474078
MMP10,7.089707255,7.293973099,7.841802501,7.791142505
HS.542197,6.0279754,6.442771784,6.706099592,6.3170068
SPHK1,7.949227518,7.556536043,8.745848441,8.741745636
ZNF749,6.295175466,6.580481034,6.985335531,6.521628221
ARHGAP22,9.843021852,9.810924379,10.65025015,10.51563014
NOG,8.389449463,8.353561965,9.195617152,9.450501514
HS.542687,6.568491797,6.749043555,7.267394396,6.592534648
LOC645585,6.272079911,6.726169936,6.947243838,6.71549534
DDIT4L,7.615673236,8.049468201,8.382314119,8.370347647
PGBD3,6.900168476,6.859110562,7.605908138,7.113278051
C5ORF46,6.265745992,6.296608051,6.920477266,6.983075543
SMAD7,7.34644119,7.510100284,8.081636464,8.215100652
HS.4892,7.424056304,7.612260776,8.1568482,8.475679848
HMOX1,8.64609711,8.275409769,9.427355017,9.458368958
GALNT10,8.319493226,8.261655313,9.091639561,9.592599912
EPHB2,7.504936142,7.606078949,8.239004631,8.709472825
LOC647911,6.242708705,6.464812452,6.884892237,6.455267492
SEMA7A,6.792560483,7.138356074,7.456225674,7.415524314
DCLK1,7.106285642,7.20967607,7.809019287,8.381520598
HECW2,7.282523559,7.166081956,7.990237228,8.457674731
SNAI2,8.031746263,8.027319617,8.773219821,8.966535733
LOC645671,6.79945256,6.665596662,7.450495959,6.676350479
CST6,8.452198846,8.568464887,9.206458165,9.376591498
HS.543556,6.284440401,6.426693349,6.904385635,6.268522253
PSMD2,12.08557479,11.85303537,12.78554165,12.92022722
PDGFRB,7.141294793,7.297947938,7.820570875,8.530390261
PAX8,7.293141852,7.255915756,7.980885197,8.061766197
FADS6,6.240303283,6.337801402,6.84264877,6.413722045
HS.545878,5.795425547,6.251575579,6.502411463,6.355816861
LAPTM5,9.374065807,9.59478262,10.1168688,10.45900749
DNAI1,6.224319864,6.488352872,6.824566864,6.584340608
HS.577366,6.009871476,6.470512228,6.598315109,6.513149766
KAL1,7.38502801,7.320209199,8.077191936,8.319493226
HS.147826,6.49928458,6.81915348,7.110661235,6.76346104
NEDD9,6.852025055,6.882160346,7.471892675,7.590696815
FRMD6,11.66154209,11.54230809,12.36367957,12.33560648
XDH,6.27194388,6.593035251,6.863627356,7.331011161
RND1,6.670762853,6.851702507,7.280479302,7.278227176
CGB1,6.719880683,6.709398953,7.33242311,7.478864596
LOC653878,6.476531323,6.389465219,7.073747639,6.604614462
ZNF8,6.83633773,6.70327712,7.449061286,6.638580921
COL27A1,7.143023922,6.922659143,7.791630581,7.725581558
CDA,8.694857317,8.96250452,9.406205442,9.302423518
HS.566570,6.12543913,6.180259174,6.694668353,6.568594204
FKBP1A,11.99779477,12.06224776,12.69051551,12.99192019
HAPLN3,6.988749637,7.050050031,7.609030468,7.757456853
HS.26010,6.0514205,6.312676628,6.615829421,6.243728423
LOC441019,9.436371503,9.837677348,10.15837365,10.20493094
NUDT12,6.421533517,6.454476871,6.995837705,6.419843257
HS.581975,6.574333276,6.621486828,7.156333465,6.725648771
LOC644707,6.462809785,6.72166272,7.040093388,6.719590733
PTHLH,6.923965246,6.640519588,7.524387926,7.754613203
LOC642489,12.73610073,12.83952249,13.40087967,13.6653429
WNT5B,8.401734564,8.368578931,9.100912303,9.156890741
ROBO4,8.115005503,8.249885568,8.794333258,8.868720438
HS.145933,6.054101549,6.273138506,6.610728631,6.707674846
NUAK1,10.40771052,10.5016637,11.09334787,11.24325792
SV2B,6.37792694,6.223967549,6.944963096,6.610619422
NCOR2,10.62580723,10.86267368,11.3160193,11.76492892
LOC645818,6.421609928,6.514698609,6.984718247,6.445432596
PGM2L1,8.038281392,8.687665674,8.70800089,9.30092031
VASN,9.826350263,10.13738998,10.51563014,11.00810121
SH3BP5L,8.744398175,8.9427859,9.430042877,9.255345634
HS.541161,6.344667928,6.601604371,6.893016981,6.591263881
HS.564035,6.293628404,6.45334096,6.839474889,6.217019513
HS.539735,6.499161472,6.726250298,7.056014443,7.001485348
COL16A1,7.324328369,7.231309972,7.948991512,7.81772451
HS.290694,6.142875602,6.482425,6.676865859,6.446763824
COL1A1,6.743517891,6.576082224,7.306935057,7.554696183
IL1B,9.292611266,9.736669739,9.980317346,10.3650379
HS.130344,6.252534179,6.400312409,6.782643624,6.44754112
CTSZ,8.699939121,9.478224564,9.366472347,9.494490357
HS.369398,6.977083121,6.987333138,7.555060515,7.964387865
CCDC109B,11.76651876,12.0573972,12.41454438,12.49553518
HS.542675,6.3170068,6.45630612,6.846184055,6.744597324
RNF175,6.438538195,6.362962737,6.972868372,6.400147743
HS.570523,6.067391797,6.342016058,6.584912659,6.564465629
TMEM166,8.655251749,8.741745636,9.315030647,8.930349795
VGLL3,6.612686178,6.661769228,7.152507719,7.050559999
RNASE2,6.524691979,6.421493327,7.060444577,6.689236457
HS.127509,6.540556459,6.378508981,7.077648118,6.469364019
LOC642778,6.171996595,6.349569168,6.687426918,6.352020582
HS.562325,6.38541329,6.77472913,6.91196151,6.728222809
LOC375295,8.977335383,9.112660591,9.634512764,9.80748805
HS.146628,6.035157484,6.198386405,6.534999623,6.226858888
ITGA5,10.25963185,10.70300611,10.91457501,11.1208821
ANKRD34B,6.131816882,6.560738114,6.639352293,6.428444548
APP,10.00005583,10.73338378,10.64240381,10.29505866
HS.539612,6.386862187,6.711531639,6.905702771,6.730140777
HS.566805,6.086817914,6.277002486,6.599404802,6.306685388
HS.545851,6.163019447,6.555743637,6.671136806,6.412101918
OR2AK2,6.378459319,6.554620341,6.893676961,6.553459845
COLEC10,6.176124709,6.36233321,6.681329562,6.328590734
NLP,6.852725729,7.416166242,7.395421873,7.216929022
DNAJB2,10.03938494,10.10131277,10.66958288,10.58150383
HS.543609,6.300775233,6.471373377,6.80785305,6.596242347
HS.576762,6.363278793,6.32694716,6.872450221,6.447045322
HS.558072,7.828730663,7.927959496,8.449701357,8.94966678
HS.164030,6.62010402,6.837023031,7.142002804,6.672615719
GLIPR1,9.437168936,9.396347974,10.09289255,10.16866248
C21ORF29,6.254307521,6.679331036,6.753438142,6.540582154
HS.576170,6.01965575,6.289792389,6.508288364,6.555224311
FAM174B,7.351469844,7.340220585,7.938494142,7.915263607
LOC284215,6.094217188,6.631703836,6.592513987,6.549516437
HS.545364,6.311857138,6.612575511,6.812082624,6.539709974
HS.566295,6.212958918,6.359473632,6.706325187,6.263768969
SLC35F2,10.90584082,10.85440431,11.52607861,11.6738776
HS.578947,6.162457127,6.334322432,6.65485962,6.444472293
HS.543797,6.401667485,6.450953587,6.902171456,6.662033415
HS.582423,6.310081596,6.614342518,6.804244784,6.724686003
HS.499828,6.045389338,6.273903899,6.525883486,6.207307899
LOC402538,6.203848419,6.498840811,6.691127876,6.790325586
HS.125424,6.493305324,6.54006264,6.992592625,6.67440507
LOC649963,6.326128136,6.476088693,6.817658299,6.548268362
HS.543048,6.596845314,6.874741605,7.101745072,6.541446077
MMP3,7.907919404,7.835735345,8.51692425,7.981247172
ATP6V0A4,7.590696815,7.367668495,8.170832933,7.806113442
HS.558279,5.949419987,5.942737139,6.430325353,6.214962911
MIP,5.997394781,6.371457784,6.468185297,6.342702908
PKIA,9.040533025,9.104260411,9.661870046,9.884724617
HS.344350,6.326756807,6.26383475,6.810963486,6.333266861
LOC646074,6.55648281,6.92480919,7.054000733,6.955492088
CYP27C1,6.463353434,6.542333265,6.952683164,7.035518316
HS.571140,5.981309726,6.408169717,6.440760634,6.610338151
CHST3,8.698823438,8.823810116,9.316132942,9.544793598
ITGB1,12.46613935,12.62290885,13.06533463,13.28632927
GPR62,6.221840023,6.333240348,6.697369917,6.509610734
CXCL9,6.416247721,6.268688237,6.901870163,6.374171462
EFEMP1,8.220599324,7.985303527,8.825015954,8.6308506
BHLHB2,12.15490806,12.22420868,12.73467219,13.09214669
PLEKHA9,7.670865683,7.965850652,8.252949854,8.427625854
RCAN1,9.675527702,9.150905743,10.29319864,9.534707837
GADD45B,8.493918641,8.378176701,9.106426734,9.047518846
KRT17,6.674953535,6.716288881,7.167624639,7.002091572
HS.582419,6.449359299,6.485912542,6.927162664,6.694668353
HS.358801,6.090772685,6.367451506,6.55824064,6.339629002
SERPINE2,13.34940169,13.34734244,13.9167325,14.05839118
NAV3,9.82002493,9.54366165,10.42994743,10.50513176
HS.564884,6.67343137,6.673626682,7.162041005,6.67244998
HS.365163,5.995535447,6.270640298,6.450301002,6.254753849
FLJ40292,6.224011954,6.597191721,6.687309146,6.558182419
HS.196849,6.255112072,6.436123384,6.720397516,6.342096941
CTHRC1,7.20514934,7.433666916,7.751471249,8.04914854
HS.575565,6.237194931,6.660256304,6.701337358,6.335676868
TRPM1,6.307185466,6.357344667,6.771971635,6.564105515
HS.574351,6.319931434,6.738822644,6.784448999,6.615855222
LOC653496,8.521621679,8.454021938,9.125891556,9.277101811
LOC646552,6.283034784,6.5396208,6.745221791,6.473523113
IL13RA1,10.50513176,10.74535711,11.10585563,11.45187021
LOC165186,6.299462523,6.331696588,6.760265735,6.535324312
LOC441763,9.526855169,10.31552038,10.12604926,10.1895461
GLB1L2,6.831510423,7.051874078,7.32411324,6.991283007
TBC1D22A,6.592369454,6.886704056,7.065346983,6.904771022
ZNF774,6.472470319,6.618672675,6.936905386,6.503392163
LOC645391,6.054968317,6.347226247,6.508066078,6.476490801
HS.402378,6.269858036,6.589650725,6.726607452,6.460967618
C14ORF180,6.492057088,6.566356955,6.955492088,6.719688178
HS.507449,6.493674566,6.835907392,6.957231822,6.879827394
SYNPR,6.041623921,6.298757807,6.487695721,6.352121022
HS.436137,6.196869231,6.279516073,6.648493085,6.259437339
HS.564789,6.101054114,6.553909208,6.550924724,6.577777081
HS.562138,6.358996932,6.53183841,6.816766899,6.610001837
HS.580251,6.727681396,6.784028923,7.206369582,6.828179975
FLJ45079,6.235075561,6.370206603,6.686287979,6.444059069
HS.563751,6.285542751,6.449987694,6.739494789,6.440081608
IPO7,8.092855417,8.560087301,8.661835543,8.642737992
FLJ12529,6.694595818,6.743734696,7.168217628,6.883358076
C3ORF59,7.569742312,7.753599304,8.115979565,8.108346535
HS.544257,6.522435135,6.823734248,6.984324062,6.701860877
CXCL2,10.58555165,10.07698235,11.16984069,10.67650058
HS.543358,6.18620272,6.120043084,6.635529635,6.445991263
RHOD,8.552586481,8.583855078,9.149629389,9.509174726
FAM78A,6.444441699,6.76221552,6.900661293,6.34101414
HS.223803,6.105077825,6.368108671,6.549722742,6.573640176
HS.560630,6.10967864,6.525554751,6.553176055,6.334636317
TSPAN12,6.921415246,7.219344241,7.41094147,7.34623457
HS.146859,6.53767527,6.900554178,6.996439372,6.817200457
HS.194988,6.124401598,6.556374316,6.561820507,6.47092678
CXORF59,6.015954638,6.334229594,6.443289905,6.332711023
HS.582275,6.317064673,6.416750901,6.76253154,6.45000411
HS.328661,6.111853498,6.342936434,6.552224099,6.343236096
CDKN1A,11.64993613,11.59518017,12.20764494,12.15635116
HS.583218,6.108706544,6.333505771,6.548499748,6.180472292
LOC645723,6.771520956,6.745337632,7.24630626,6.969391227
DSE,8.304291832,8.47285254,8.87960606,9.146275527
HS.582914,6.454957344,6.71398318,6.90409752,6.553622975
HS.243518,6.287838153,6.115709413,6.731609423,6.099994724
ZNF526,7.372616808,7.841443451,7.902268563,7.791779995
LOC646332,6.353410557,6.469372236,6.797577373,6.640624396
HS.564261,6.183990182,6.602428768,6.623873033,6.507769847
MBOAT2,7.981881611,7.998803697,8.541558609,8.713748982
STK38L,6.897966464,6.972841973,7.384358706,7.504145278
HS.333400,6.401473959,6.52475284,6.846865682,6.400215038
LOC643319,9.217754932,8.857728778,9.809819987,9.666771725
HS.582102,6.369251046,6.637884413,6.81329279,6.866981047
HS.541005,6.10933183,6.552939442,6.545038536,6.384455588
PCGF5,7.034085169,7.183888152,7.529240437,7.353553609
KLHL26,7.202684921,7.305950632,7.722897766,7.632654934
HS.568556,6.412409912,6.674953535,6.855035175,6.644893888
HS.143004,6.301959378,6.621587579,6.74072541,6.709176507
HS.195726,6.232137597,6.298008684,6.66801086,6.327009062
GRIN2C,6.266639213,6.487522476,6.703964556,6.381203867
HS.576557,6.217406133,6.346889807,6.650726412,6.55964415
TMEM184A,6.256221102,6.476788631,6.691946919,6.316741083
SBSN,6.208636198,6.594716787,6.639933037,6.619168029
HS.554504,6.246717284,6.19900026,6.680236345,6.52118046
HS.129851,6.352177302,6.722839365,6.789554713,6.648650673
HS.551221,6.139811867,6.290594661,6.566529405,6.418519734
LMAN1,7.515884587,7.251393894,8.040727753,7.750057394
LOC388938,6.251951734,6.392392279,6.684605594,6.641085371
PTPRB,6.652559645,6.658480327,7.102919527,7.08065597
FAM132A,6.390738796,6.882852968,6.82867599,6.719311695
HS.520420,6.382921738,6.760682084,6.820420142,6.56656723
CCL27,6.457728558,6.527087337,6.89626451,6.577301741
LOC646209,6.531716585,6.676832254,6.973152349,6.739209061
OR51B6,6.272356277,6.504886523,6.704874183,6.061684892
HS.544333,6.136030057,6.367888694,6.558211457,6.397678472
HS.545286,6.375202472,6.580499894,6.809931533,6.523557982
HS.583869,6.034743903,6.295350158,6.447275633,6.529852654
HS.285193,6.332358837,6.485179651,6.761650948,6.658676978
HS.171251,6.312760441,6.767757203,6.742399122,6.712805701
HS.209919,6.325909273,6.623842859,6.754548871,6.749482762
MGC70870,6.270588142,6.38072477,6.699596882,6.424245941
SH2D4A,8.250419233,8.134384102,8.802400589,8.698823438
HS.542666,6.209814324,6.46125132,6.632149461,6.386787833
GPR109A,6.049765747,6.362841266,6.467941776,6.724937728
MT1A,14.41432623,14.40055885,14.90515358,14.98812603
CITED4,7.321637689,7.670456234,7.834446661,8.417095787
HS.578136,6.263953357,6.357675778,6.689081743,6.41346389
HIST1H2AB,6.256852081,6.379519793,6.679887148,6.353491486
DCAMKL3,6.381099019,6.615312644,6.81046497,6.679804517
LOC647246,6.478286988,6.619988154,6.908059539,6.65804622
HS.539915,6.358394948,6.65334801,6.784419239,6.488761218
OC90,6.268141918,6.464543633,6.690670817,6.382196735
HS.134065,6.334545251,6.644432572,6.75749785,6.726752681
HS.54707,6.258196111,6.505392738,6.678747859,6.284008811
NT5E,11.41095625,11.50164168,11.97601005,12.38277776
CAP2,11.11451626,11.33171618,11.64857487,11.76174544
TUFT1,9.897594679,9.75984571,10.45275008,10.40231628
HS.490243,6.172909555,6.390306597,6.590097833,6.300187868
CD40,7.678203499,7.799856835,8.205387831,8.201726348
ASXL3,6.205731327,6.446179508,6.620600605,6.139400171
LOC399829,6.201272474,6.517883347,6.616145637,6.502614665
HS.14706,6.360076374,6.642519971,6.780470931,6.562665402
HS.127829,6.268239858,6.592701077,6.684819148,6.433071423
HS.542224,6.286714447,6.321086617,6.70432084,6.518996454
HS.537814,6.524940442,6.825770594,6.949294913,6.578793577
POLM,8.176673549,8.142405359,8.716020925,8.778300666
UCN3,6.038308027,6.411177119,6.442150355,6.42038142
LOC653425,6.254753849,6.309356975,6.668540233,6.546558671
LOC727820,7.754613203,8.252675375,8.288028066,8.389714463
HS.436033,7.187388963,7.366982338,7.680710628,7.787178567
HS.544902,6.156175702,6.440582852,6.56715735,6.716649431
HS.576309,6.266808472,6.6483343,6.679304896,6.458936802
HS.545068,6.240906144,6.611657381,6.651398158,6.599790294
KRT81,12.06991543,11.90431304,12.59081025,12.39287879
ANGPTL4,7.08337877,7.050559999,7.56069267,7.435472155
HS.546173,6.26509225,6.168806683,6.676556996,6.607242069
TMEM84,6.310334724,6.504299828,6.723867836,6.37141406
LOC653920,6.347239967,6.662033415,6.760744732,6.18316701
HS.562114,6.024385202,6.414797357,6.424161074,6.439240185
SLC39A5,5.958228232,6.174847402,6.361159386,6.190203283
LOC388117,6.172770991,6.449781501,6.579282732,6.505146758
FLJ21986,7.146021586,7.2427458,7.629437296,7.651351999
C20ORF39,6.689407839,6.819574589,7.116073873,6.707850349
HS.131365,6.25649388,6.622723127,6.664781793,6.231647409
HS.559427,6.033996471,6.358757934,6.427624499,6.478192567
ZNF221,6.136764909,6.240027979,6.537539264,6.271739141
GRIN2A,6.328523948,6.318017484,6.739509804,6.655043992
HS.539158,6.290454751,6.422483197,6.702178716,6.21669471
CKLF,11.93792104,12.33299053,12.46454287,12.77144056
HS.558704,6.310664351,6.472039798,6.721093722,6.708584933
HS.349207,6.047357172,6.488436841,6.44454716,6.24924862
AOC3,5.942737139,6.520264467,6.34352051,6.279457204
HS.575038,6.687007562,6.905335118,7.111887783,7.564573764
KCNJ12,6.076585722,6.196202651,6.481807303,6.256852081
FBXW4,8.381520598,8.716020925,8.928509166,9.15809571
HS.527876,6.168207165,6.442293401,6.571709736,6.542633048
HS.545659,6.195309987,6.37357676,6.600185513,6.505259837
HS.49112,6.415669746,6.65480977,6.826896783,6.67902273
HS.129416,6.178516713,6.552536338,6.582427909,6.282696838
LOC643344,6.2823083,6.40835022,6.689022337,6.413005489
MSN,13.48753449,13.60912332,13.97076958,14.39051841
LY6G6E,6.295668831,6.741700884,6.704440635,6.486553246
LOC392221,6.500271787,6.596696175,6.91332647,6.636921147
HS.116299,6.231298647,6.232452952,6.634899976,6.480144379
OR2G2,6.226258635,6.389916185,6.629498079,6.243653158
LOC728145,6.336099199,6.436297508,6.742639541,6.583814268
LOC642867,6.257208818,6.367388089,6.661496416,6.658561393
HS.471264,6.544642107,6.791885933,6.959194977,6.983768596
LOC649182,6.21629293,6.710212721,6.616059829,6.653663954
C10ORF62,6.137496155,6.456536934,6.533167906,6.401099047
LOC388885,6.372788088,6.572225701,6.780659283,6.570108144
HS.537864,6.18074651,6.352975377,6.581831621,6.406255146
SMOX,8.352137137,8.243079462,8.892284624,8.89966612
HS.557940,6.330809156,6.385297341,6.736243963,6.372788088
SLC22A8,6.136514931,6.270552709,6.532164737,6.470906105
HS.132283,6.328848922,6.606641911,6.734318251,6.775473176
LOC400406,6.376044092,6.534883633,6.783702353,6.895752243
LOC388114,6.317505321,6.605598896,6.722097838,6.478604329
KRT7,9.663338848,10.09564432,10.21014283,10.41975932
HS.195372,6.413814282,6.731691334,6.818750858,6.691254236
HS.418279,6.58495068,6.605011734,6.997895316,6.67697456
HS.278111,6.0611389,6.641049777,6.454747033,6.443181783
DOT1L,6.769331361,6.821312998,7.198844356,6.906912614
HS.112680,6.281618604,6.432732255,6.681215476,6.362828622
HS.49962,6.269020732,6.487331501,6.668883711,6.427299812
HS.541043,6.386787833,6.444289261,6.790001383,6.495497343
HS.545744,6.389829591,6.642973568,6.793498792,6.457683551
PRKCA,9.941226647,10.50758306,10.47525952,10.76119483
USP53,8.22325453,8.181246305,8.748721939,8.75430158
HS.580799,6.310428137,6.453059399,6.710259491,6.421241589
LOC649661,7.195398712,7.337674801,7.671426932,7.222265969
HS.550293,6.188966309,6.514890395,6.583618067,6.576371589
LOC644227,6.252393017,6.691771349,6.647637392,6.425756259
HS.540341,6.609154802,6.844752317,7.020423022,6.681077565
LCAT,6.946751023,7.071135389,7.39171778,6.886447689
HS.582255,6.095105393,6.548613033,6.488605329,6.401586611
HS.517091,6.547179673,6.899377381,6.951444185,6.622191518
HS.436313,6.46512413,6.534196058,6.864567498,6.765579046
HS.520343,6.216334906,6.231647409,6.606062909,6.483797484
LOC387934,8.082402566,8.008785181,8.598455219,8.668394571
HS.148484,6.597915963,6.736976498,7.00455652,6.522511148
HS.579408,6.232452952,6.366824164,6.625026252,6.37289477
LOC728939,6.458188398,6.586673683,6.85617747,6.763958505
HS.507668,6.360380236,6.640931156,6.756590154,6.737472156
HS.571151,6.081381723,6.266197047,6.476131231,6.465152205
LOC653580,8.510992429,8.272572006,9.045667781,8.767120111
SLN,6.541362915,6.599216523,6.942973535,6.72789739
LOC728340,6.187038814,6.519169119,6.578100909,6.155735409
HS.538299,6.52876426,6.833999641,6.930832078,6.602127316
HS.552878,6.410596809,6.569238801,6.808137684,6.609722344
HS.565893,6.249901458,6.251435868,6.641330478,6.292583431
MYO1D,6.878849927,7.065346983,7.309270046,7.746196541
C1ORF56,6.946608264,7.000583267,7.389009072,7.251835848
LOC643338,6.113788146,6.493387462,6.499557216,6.333966478
HS.554692,6.27277876,6.441240606,6.664026993,6.597893365
HS.540643,6.069355377,6.336476734,6.454730599,6.259040607
ULK1,10.30670509,10.43661066,10.8364276,11.0398946
HS.582279,6.171507361,6.738940532,6.556962398,6.729811411
LOC644436,6.157038398,6.72300421,6.544339493,6.418116164
DNM3,6.469638193,6.397126824,6.864610042,7.137720995
HS.545649,6.191570388,6.313958005,6.578605174,6.259207191
HS.408044,6.06499626,6.409171156,6.449322502,6.528278378
GJA10,6.412270027,6.598604223,6.805673483,6.574891389
ST8SIA6,6.431028327,6.556894587,6.823178249,6.657932869
CEP170,7.161790874,7.162490634,7.622950134,7.793446595
LOC654165,6.615333282,6.967311649,7.018120917,6.764148239
GDPD5,8.505732962,8.595190339,9.033158258,9.119428031
HS.291166,6.442403225,6.336992306,6.834407049,6.426733667
HS.147829,6.45537635,6.560069556,6.847283095,6.590244334
IRX1,6.857774357,6.923965246,7.279438822,6.821450713
NMBR,6.444231196,6.694575596,6.835592418,6.809508778
C21ORF7,8.629517451,9.101204202,9.16028533,9.523948449
HS.578248,6.160087517,6.352913981,6.544059196,6.480246362
LOC390975,6.543514216,6.714034733,6.939749746,7.096594475
MGAT4C,6.067696974,6.40101147,6.448348784,6.452107921
HS.540027,6.421698926,6.612857687,6.811608498,6.478378146
HS.571821,6.061684892,6.249763748,6.441825843,6.368087248
IRF8,6.611366762,6.718939631,7.010926753,6.574153231
HS.544967,6.134053027,6.516558778,6.512021244,6.67285257
CYP2A6,6.560813729,6.623813553,6.955316022,6.647588747
HS.137098,6.052076357,6.391190511,6.43155754,6.526475491
HS.540843,6.508504768,6.72445869,6.901668331,6.586789945
HS.434739,6.406074505,6.488801014,6.795863719,6.632380801
SH3GL3,6.427624499,6.651752928,6.816813221,6.458990414
OR1E1,6.245573975,6.510677279,6.629252421,6.231819093
C1ORF150,6.193225399,6.320151005,6.575751223,6.497790535
HS.161875,6.211868748,6.592056206,6.590912487,6.464749277
LOC644655,6.20470874,6.30982634,6.584293015,6.834753506
HS.385770,6.202543,6.408243313,6.582100007,6.169099292
COL8A1,8.550543004,8.50634436,9.081545226,9.019143949
HS.552987,6.304889902,6.439761137,6.690303835,6.420987837
LOC647181,6.314780881,6.741039407,6.701210484,6.603882524
LOC643901,6.347817213,6.508080606,6.735067859,6.421357931
LOC649635,6.485129362,6.632732181,6.873874313,6.477736579
TMEM16B,6.545092408,6.761636451,6.937472064,6.688536195
HS.129114,6.420587764,6.565850731,6.807223291,6.470856737
ZNF808,6.41552049,6.638204023,6.80230091,6.596927849
HS.49132,6.451108185,6.793316531,6.837868475,6.573045644
HS.572932,6.404571451,6.280021845,6.790675008,6.504194358
HS.475733,6.104480025,6.299185899,6.48318735,6.306626252
HS.348809,6.268717274,6.309084755,6.650186428,6.503169705
LOC646573,6.504130572,6.589299079,6.892359845,6.646514635
HS.125563,6.288372121,6.428449864,6.671874454,6.453888234
