Gene	CTL_1	CTL_2	TGFb_1	TGFb_2
LOC730804	97.72939	79.86842	83.9294	83.75751
HOXD9	111.7123	82.50461	95.93485	86.64297
HS.128035	123.213	93.32689	105.811	90.32458
C20ORF116	2263.975	1971.589	1944.08	1671.303
HS.155736	296.8527	403.0523	254.9079	295.0483
IRAK4	230.439	179.4953	197.8779	186.0603
HS.564103	141.2832	130.6169	121.3197	127.6381
NTN2L	103.3695	73.72294	88.76054	73.18562
HS.47037	101.8813	95.17585	87.48116	85.84514
ZNF281	1291.701	1040.644	1109.1	1157.519
LOC652786	107.4649	91.89162	92.27242	90.30244
METAP1	3250.767	2505.564	2791.2	2294.695
PAFAH1B1	1610.682	1319.705	1382.968	1383.122
SPINT2	6399.14	6544.332	5494.412	5470.972
FCHO1	231.0196	257.9844	198.3541	216.3473
B9D2	543.2373	419.2434	466.41	386.6898
UAP1L1	1316.167	895.3774	1130.024	750.8491
MSH5	198.7947	166.7299	170.6794	142.8439
HS.542372	135.2082	112.0633	116.083	99.7858
PANK1	237.1624	206.4399	203.6133	216.6997
CCT7	4556.21	3542.332	3911.646	3237.455
HS.131580	98.22227	78.44478	84.32678	76.69788
NRSN2	622.9296	573.0028	534.7999	530.7147
AGPAT4	329.4172	338.9722	282.8097	298.7097
HS.566956	105.7001	86.89388	90.74469	97.38956
OSBPL5	442.1166	536.325	379.559	428.6337
HS.557083	91.90739	93.13534	78.90133	88.69276
HS.577923	106.335	83.96185	91.2861	71.68594
TOP1	181.4616	128.4362	155.7748	127.8185
ANKFY1	367.8509	294.4479	315.7786	256.576
MZF1	934.0016	726.4798	801.7844	589.3325
HSPA4L	769.8546	562.8871	660.8474	495.5711
HS.7004	114.6546	89.18377	98.41956	85.9826
DNAJC27	301.9248	249.5101	259.1624	236.0622
HS.572747	116.1248	87.18861	99.67406	88.77038
TM9SF4	1811.142	1666.513	1554.553	1632.087
NECAB3	247.5696	181.6888	212.4913	176.299
CCDC33	133.4691	117.3894	114.5564	93.73488
SLC30A3	202.4239	202.2068	173.74	146.7378
LRRC39	102.1507	84.32312	87.67455	75.31508
LOC652173	105.1092	96.98205	90.21228	87.7409
HS.577393	109.7497	86.61738	94.19466	81.73992
BMI1	3364.341	3049.23	2887.443	2924.073
MCM10	1037.306	719.9912	890.2203	549.769
ZBTB33	1591.063	1465.852	1365.441	1331.114
ZNF415	311.0497	289.0548	266.9388	301.9229
CTSL3	102.7798	95.79754	88.20315	69.51237
GATAD2A	3878.945	2982.943	3328.792	2963.49
CTF8	143.2774	108.0644	122.9498	113.3496
TCEAL3	5011.531	4548.138	4300.489	4528.263
MSLN	1596.792	1261.528	1370.223	985.678
HS.563768	108.52	101.0818	93.12093	85.94347
HEL308	459.8927	327.8634	394.6335	289.0537
HS.577573	116.6457	84.71719	100.0933	87.60794
MGC18216	391.7908	318.7024	336.1861	470.398
CLIP3	200.8844	194.8325	172.3728	153.8816
HS.544018	104.1687	91.05844	89.38335	96.42657
MEIG1	119.2932	102.5005	102.3611	88.2794
HS.538863	101.6143	85.26633	87.18995	92.85358
KIAA0664	983.7255	595.647	844.0754	592.0966
KIAA1542	169.2346	132.5972	145.2068	114.7242
ARL6IP5	5977.349	5724.988	5128.675	5405.634
HS.255966	114.2442	70.55406	98.02326	84.23936
HNRPR	4762.222	3552.633	4085.868	3704.455
CST9L	97.94299	92.0476	84.03143	86.14662
LOC346157	111.8513	68.4425	95.96394	77.97604
ANKRD29	414.4143	392.9689	355.5468	339.7484
HS.560319	115.458	102.2511	99.0565	91.75723
SFXN2	189.5773	139.5529	162.6461	114.2316
LOC100101121	111.3798	92.16537	95.55723	80.98613
HS.571035	131.2529	99.52978	112.6069	103.7215
MEGF9	119.9121	107.8288	102.8755	108.4462
IL22RA1	110.2873	98.30706	94.61662	107.684
HS.554566	99.38046	85.65326	85.25941	75.01942
AACSL	105.4766	81.57336	90.4889	83.8596
PHKA2	491.146	400.9078	421.3388	360.7889
PSMG1	2401.73	1451.597	2060.281	1616.533
PPP2CB	1047.23	811.891	898.3418	897.2
LOC647585	102.6761	95.22552	88.07796	85.36126
MVP	1718.135	1673.496	1473.832	1427.537
PELI2	490.4219	509.4562	420.6742	354.4205
HS.543173	160.6109	125.6736	137.7683	120.6487
GPR139	94.54561	85.02286	81.09895	95.51918
HS.439112	108.7669	96.27674	93.29643	78.97522
PPP2R2D	521.0171	422.3175	446.9092	349.6345
LOC642587	109.1311	86.35877	93.60848	90.43123
HS.583854	87.38811	87.08139	74.95688	83.34216
CCL2	1452.461	1119.192	1245.815	906.4598
HS.101773	106.0034	80.69418	90.91896	84.83149
S100A10	21106.72	18923.36	18102.5	17641.97
LIN7A	115.8018	82.14003	99.31906	88.02139
PCID2	4750.629	3564.654	4074.428	3113.949
LOC646982	98.13972	86.57259	84.17023	89.6908
C14ORF106	1288.374	1003.313	1104.974	930.4083
FOXK2	198.3752	155.2997	170.1349	147.1189
ZNF714	122.4152	112.7557	104.9861	87.51053
SYTL4	660.3033	600.671	566.2877	634.0732
LOC650850	117.3963	106.8126	100.6739	88.22133
HERPUD2	379.3137	319.5174	325.278	325.7003
HS.543554	100.454	67.78511	86.14352	85.28466
HS.172577	102.1182	89.55136	87.56944	83.41811
LOC651936	133.2165	128.5379	114.235	114.3631
LOC728094	111.5252	91.33141	95.63302	87.99693
LOC729559	492.7159	350.1008	422.5009	347.2646
FAM130A1	362.2693	308.462	310.6437	280.9384
CASP6	531.3009	477.8983	455.5854	393.3231
AP1G2	516.0159	388.1835	442.4698	359.1746
HS.147848	98.30928	79.46869	84.29584	96.75179
HS.125526	112.8729	85.26485	96.78349	90.26243
PNO1	670.3867	373.0107	574.8147	419.8127
TSG101	5279.958	4437.557	4527.232	4481.859
FOXJ2	1664.661	1514.216	1427.315	1259.862
SPRY4	1912.441	1628.712	1639.708	1538.244
ZBTB46	221.1342	226.7725	189.5953	204.1033
HS.552890	116.9746	100.6735	100.291	98.02881
NICN1	791.3845	759.4371	678.5117	634.6876
GPSM3	449.5854	431.4487	385.4611	376.507
RAD23B	1149.337	1033.614	985.4017	924.8185
AIFM1	561.9151	480.8983	481.7625	392.3826
NCSTN	6845.81	6386.168	5869.28	5478.814
LOC645520	109.2068	82.63582	93.6241	85.94393
LOC648366	194.082	183.5265	166.3874	180.4258
ZC3H5	583.2095	462.8402	499.97	447.7569
HS.61208	127.0495	119.9084	108.9157	110.7436
PSMB3	10402.26	8093.318	8917.328	8415.763
HS.128121	83.47766	87.58582	71.56074	81.06988
LTA4H	4381.526	4452.014	3756.023	3747.046
HS.576547	113.9642	92.17425	97.69434	83.80216
STH	147.4695	125.6582	126.4126	123.3153
ZNF562	1041.886	789.4575	893.1074	850.3333
ECAT8	118.846	98.90231	101.8746	103.1525
TMEM168	229.7377	160.6038	196.9302	170.9498
MRPL37	6457.608	3962.161	5535.4	4139.088
HS.538235	97.98981	91.33098	83.99524	87.47246
HS.527669	115.5411	97.44014	99.03474	96.21309
LY6H	124.9656	124.0686	107.1094	100.5873
OR1N2	108.8254	93.89314	93.27338	96.63943
AP1G1	763.2532	670.2186	654.1759	748.1033
HS.157766	106.1475	92.70153	90.97567	72.22898
HS.527939	106.293	104.8403	91.09942	78.31959
HS.140415	95.76234	88.8315	82.07352	70.05453
LOC644477	100.5694	81.55795	86.19051	74.5679
HS.150756	101.7382	78.18004	87.1898	77.12418
CTH	1413.3	909.3419	1211.198	1024.123
PPIL5	1033.995	763.6828	886.0536	626.6531
CREBL2	108.6079	74.82719	93.06638	90.89909
LDLRAD3	193.4872	137.3332	165.797	149.1163
TROVE2	1396.21	1249.264	1196.386	1267.572
LOC340113	114.7858	101.5196	98.35078	102.0704
HS.285294	99.26902	92.79327	85.05421	86.33718
CXORF56	264.2364	177.2099	226.393	208.0924
LOC643533	107.4208	81.72993	92.03287	91.37943
ATE1	200.1404	160.9017	171.4657	147.8213
HS.128848	89.87437	82.39356	76.99764	85.77369
TOP3B	539.6107	438.8714	462.2954	360.4306
GRPEL2	1301.648	1238.353	1115.14	1091.587
HS.71657	106.5769	112.4991	91.30518	87.15749
IDUA	490.6129	426.7063	420.3053	456.9418
CDC27	124.9541	85.27077	107.0438	106.2502
ARHGDIB	9822.567	9396.166	8414.579	8616.513
HS.83259	111.9972	95.9014	95.94277	96.10168
HS.233221	103.9753	97.81475	89.07055	85.54036
HS.583002	105.4624	97.12172	90.34389	90.54508
HS.436379	370.6862	383.7179	317.5253	375.2314
LIF	398.3214	324.9753	341.1965	259.9711
TRIM3	213.0501	192.8119	182.4912	156.359
EPSTI1	236.6739	199.2433	202.722	171.5883
GNGT1	97.57241	82.49938	83.57508	86.75837
HS.568329	185.8613	125.4722	159.1975	142.0668
HS.521975	95.65975	81.82056	81.93549	73.15723
HS.291377	125.973	103.4367	107.8981	118.2234
LOC651730	104.2107	78.9549	89.25826	88.66417
UTP15	352.2468	273.7904	301.705	237.6426
FZD3	140.7419	131.9757	120.5468	109.5787
HS.565870	111.5752	78.50785	95.56073	82.57923
MORN4	356.0363	303.8099	304.9299	284.0234
IMP4	3539.617	2496.017	3031.489	2039.056
LRRC40	243.7509	208.5204	208.758	209.5361
HS.582073	99.2396	93.41623	84.99193	79.75076
LOC650684	103.3979	91.89143	88.55246	84.09422
HS.146569	109.1583	96.8254	93.4845	95.08611
C14ORF145	221.7542	167.8372	189.913	150.4137
HS.539159	115.6021	106.7895	99.00299	99.7011
PM20D2	411.462	344.4933	352.3799	322.3535
HS.472055	97.49986	87.01298	83.49951	84.47256
HS.541370	99.70187	88.202	85.38493	82.65877
LOC732111	104.715	99.11723	89.67666	92.5979
HS.538290	100.0754	73.07792	85.69837	74.7384
ZNF789	265.1925	233.2806	227.0865	212.9866
IL10RA	119.5432	96.02562	102.3643	74.93679
MCM3	6352.168	4795.541	5439.306	5091.675
ADPRHL2	1258.928	993.2589	1077.988	1027.876
TMEM107	202.1008	162.0939	173.0515	160.4474
PNPLA6	2406.803	2386.277	2060.8	2311.37
HS.98173	110.7092	86.70895	94.79352	79.56583
HS.160860	99.0567	93.49632	84.81483	93.15991
HS.112586	99.29903	73.2914	85.02218	74.33615
HS.280482	89.02432	69.17727	76.2235	71.94985
HS.19507	113.4716	99.08533	97.15217	93.29277
PODXL2	151.1391	120.6821	129.4022	129.2387
ANKRD28	907.2351	709.9781	776.7453	772.2315
ZNF564	451.4844	357.375	386.5447	326.697
NUP43	1489.422	1288.655	1275.179	1273.594
SIGLEC15	106.1834	87.34509	90.90749	85.81961
C10ORF28	386.4078	302.9508	330.8132	273.9888
PSMB8	741.5503	696.5956	634.8539	571.5114
POU2F1	159.0771	153.1007	136.1813	132.4505
HS.559811	102.3535	82.3097	87.61933	77.88036
ZNF580	193.0786	163.0364	165.2816	161.0876
LOC651197	100.8561	88.87776	86.33379	74.09535
C22ORF13	2995.907	2436.211	2564.437	2308.118
DKFZP779B1634	97.48875	88.17709	83.44829	80.05235
HS.559929	114.7228	97.85696	98.19871	98.62477
LOC441377	2972.471	2577.652	2544.317	2500.232
SNORD46	175.2531	118.793	150.0092	141.522
C8ORF44	161.5913	160.1552	138.3151	148.8401
LOC650794	116.0961	86.93514	99.37292	87.15462
NFKBIL2	164.0796	137.5146	140.4402	165.3113
HS.552045	106.2553	122.3937	90.94606	79.90614
CCT6P1	1010.767	640.3627	865.133	610.3867
HS.129964	109.2938	94.23528	93.54472	97.29313
TRIM33	1103.631	946.9038	944.5916	955.0944
EXOC1	460.2992	388.2159	393.9374	384.1964
SNX17	3178.876	2833.038	2720.558	2532.127
HS.544393	100.4574	62.70922	85.97212	85.22562
PRKAR1A	3785.795	3293.106	3239.891	3489.414
MAPK12	201.7518	188.4778	172.6582	157.8425
HS.154626	112.408	101.0495	96.19675	99.33659
TAS2R4	105.4995	71.81129	90.28387	76.89191
HS.401073	157.3371	116.2012	134.6427	118.7411
MCM6	3700.69	2991.779	3166.847	2392.74
MAGI3	119.8909	97.83231	102.5951	109.0867
LOC647037	915.8868	776.8146	783.7375	843.861
ODAM	97.18724	93.23814	83.16313	91.11488
ZNF295	466.4611	369.8153	399.1504	339.546
HS.405849	98.74767	84.24476	84.49815	78.54613
EXTL1	117.5351	93.43423	100.5732	104.3548
KIAA1033	141.7257	108.9986	121.2696	114.1612
PRAMEF17	111.3785	87.9446	95.29662	96.18567
KPNA3	805.8828	678.5374	689.5024	678.066
IPP	163.4072	145.8383	139.8085	166.1176
LOC644865	127.8243	106.8398	109.3574	115.8027
LOC727866	178.8369	157.7751	152.9995	132.6971
MYBPC2	94.39199	85.75819	80.75437	77.74203
HS.579599	125.9032	89.41373	107.7123	106.4388
MT1B	105.6816	95.03874	90.41096	86.14182
OR2W1	88.42789	85.18355	75.64713	71.32691
MGC26733	98.91673	92.58994	84.61826	94.69855
LOC348262	911.9438	716.1269	780.0777	742.5608
LOC85391	103.896	92.55639	88.87213	81.37803
SLC30A9	1666.679	1619.189	1425.657	1549.01
HS.560490	99.80703	96.07514	85.37331	80.84244
HS.555115	125.6648	108.3939	107.4901	98.5715
HS.542546	93.32764	67.33992	79.82875	75.07442
C12ORF42	84.25092	81.13482	72.06438	86.11381
LOC728888	3415.233	2444.936	2921.184	2050.701
MEOX1	107.2081	85.93639	91.69912	91.23102
LOC644286	113.8658	104.638	97.39367	110.1523
C11ORF61	381.804	303.4783	326.5528	316.0191
PSD3	192.1615	186.9519	164.3512	182.9882
PTCH1	165.4247	195.8739	141.4799	139.2915
LOC203510	105.0672	81.935	89.85761	89.02077
ROM1	168.8291	122.2626	144.3892	150.3035
HS.584406	102.9702	91.0341	88.06345	97.68454
HS.551193	100.2653	79.98309	85.74848	96.22359
NXPH2	106.3572	82.40787	90.95807	73.18078
REEP1	288.9958	260.6324	247.148	251.2146
HS.582144	87.95802	74.34274	75.22084	61.38374
HS.539123	111.0417	94.69473	94.95916	87.7077
LOC646862	120.2591	89.03357	102.8413	80.36377
LOC390874	101.0344	90.15562	86.39779	80.25947
LOC643310	1957.007	1591.526	1673.498	1675.285
FANCL	323.1804	252.6029	276.3586	279.0399
PTEN	1149.145	931.145	982.6582	794.6068
RANBP10	395.4562	372.8273	338.1588	343.6108
SCRN3	170.749	139.4942	146.0065	153.8969
ASB9	467.0717	424.5123	399.3885	352.1638
LOC440704	1904.568	1786.201	1628.534	1555.504
CRTC2	208.3819	149.1098	178.1755	171.7768
CDK5RAP2	1136.274	735.144	971.5613	745.0117
HS.578993	103.962	83.19943	88.89158	80.12773
SLFN13	171.5723	141.7273	146.7006	148.4296
MPHOSPH10	743.3229	498.7431	635.5664	433.9079
COX18	136.3526	117.3059	116.5854	108.4073
LOC400696	91.65051	78.43397	78.36353	61.5591
HS.581225	92.95716	90.10677	79.47946	84.17229
LOC643783	117.7617	94.43906	100.6865	113.463
KIF3A	167.9709	130.1772	143.6121	139.0684
CDIPT	154.46	127.551	132.0598	150.0097
ZNF99	113.6	95.09192	97.12251	81.44211
C1ORF2	1227.982	1115.886	1049.853	1027.362
TSPAN10	134.787	127.3151	115.2343	95.63327
LOC644197	113.0846	98.43705	96.67771	103.7562
HS.529514	306.8666	285.4609	262.3439	272.6501
CD70	111.1632	103.6089	95.03383	94.05354
HS.545093	112.2584	78.46758	95.97012	77.05798
HS.566740	109.0891	88.04567	93.26048	102.5994
HS.538130	94.79424	68.64432	81.03853	92.36746
C2ORF49	454.211	350.3595	388.2992	340.7968
STX10	1935.591	1857.002	1654.708	1861.409
HELT	108.057	96.34755	92.37579	79.6036
TMEM120B	158.6307	140.8253	135.6091	141.7719
EPB41L5	264.547	214.7448	226.1529	221.5572
LOC646434	141.2562	120.2364	120.7513	115.1155
FLJ13305	355.3497	278.9461	303.7544	262.4864
COQ6	511.7727	463.4709	437.4592	398.0666
HS.557800	116.107	89.9839	99.24595	86.12902
HS.564662	110.5874	102.339	94.52756	88.92545
HS.544232	152.4599	132.4317	130.3185	129.2839
VNN1	321.8752	237.0903	275.1203	222.9527
LOC643186	94.70256	86.31602	80.94518	81.15303
HS.561704	99.75405	82.20671	85.26276	92.25056
C21ORF63	276.2282	240.9867	236.0878	195.1527
HS.132376	106.1078	88.91759	90.68698	93.0435
HS.553350	110.6958	110.9842	94.60696	99.47173
HS.583041	97.12966	78.83955	83.0118	73.12323
HS.582810	104.2554	87.68203	89.10155	82.20154
FAIM	267.3842	200.8714	228.517	178.2621
HS.545839	105.8241	95.88934	90.4394	91.21471
HS.538285	109.7008	83.95976	93.75166	79.85666
SEMA4D	804.5801	740.3149	687.5981	694.7751
GPR156	105.303	75.54826	89.99232	102.5857
FLI1	91.71756	63.68718	78.3792	70.45075
MAPKAPK5	883.1375	595.2922	754.7007	693.9524
DECR1	1756.604	1415.992	1501.105	1476.353
HS.539440	95.49274	79.431	81.60297	90.75525
HIST1H4A	135.3867	108.4177	115.6928	96.79259
FGFRL1	579.1162	574.1875	494.873	528.9498
LOC648099	329.685	300.7308	281.7159	293.7509
HS.570922	99.15869	82.35069	84.73055	70.77606
CSNK2A2	1255.702	978.0954	1072.976	896.9449
PCDHB4	106.3435	99.2057	90.86855	86.80046
SSR2	2051.645	1390.022	1753.089	1367.282
HS.544094	103.064	80.83992	88.06607	79.66589
CYS1	95.29154	74.61223	81.42427	85.16226
APEX2	1728.258	1458.992	1476.734	1213.957
FIBP	2138.982	1665.389	1827.654	1500.446
LOC731396	130.3788	122.5316	111.3992	105.0929
LOC644479	103.9705	81.87933	88.83445	81.41611
HS.567187	119.6269	105.8668	102.2113	85.04559
MT1M	100.7881	76.04056	86.11506	70.561
PI4KAP1	445.9395	320.6056	381.015	335.3138
LOC644738	114.7024	112.5684	98.00246	97.60242
SLC25A36	551.1245	420.94	470.8734	492.8211
HS.543896	103.0716	95.82111	88.06218	73.43231
RECQL4	394.2308	220.9552	336.8115	190.9944
PNPT1	7248.243	5394.156	6192.526	5121.219
RSPH1	95.38699	91.30621	81.49276	77.76098
KIAA1345	342.2607	246.5976	292.4055	258.772
CPSF1	1143.246	867.7526	976.6658	747.7946
CLASP1	985.3859	857.8673	841.8032	785.2642
LOC648117	108.2412	79.78593	92.46899	85.00577
LOC650151	111.6635	90.44899	95.39215	91.51419
DJ341D10.1	2422.404	1606.167	2069.405	2290.271
HS.541575	100.0648	88.60207	85.48223	69.40672
C14ORF104	747.127	627.696	638.2389	665.7121
LOC441054	205.9913	192.2129	175.9675	175.4607
HS.245405	267.1321	227.2686	228.1957	229.4054
SUV39H1	1370.965	1047.741	1171.125	819.2933
TTTY1	97.32208	82.18456	83.13538	58.20143
HS.520253	111.2282	99.35024	95.01135	91.64981
LCE2A	101.5084	85.36761	86.7053	86.36371
HS.105821	102.1345	84.63338	87.23991	85.51924
ABCC4	546.0383	453.5577	466.4012	477.0901
HS.544491	112.1574	84.12859	95.79903	89.14902
PHLDA3	136.4813	113.0891	116.5752	139.408
HS.553126	104.2623	83.04699	89.05361	92.51697
FAM152A	1928.789	1379.595	1647.403	1634.048
SAMM50	2100.554	1631.05	1794.107	1509.825
HS.569297	119.2519	98.54346	101.8532	94.34
RFC1	709.4703	608.0643	605.9536	535.8994
LOC641810	99.20442	81.83672	84.72882	81.08701
LOC642637	98.99938	89.13482	84.55331	80.67555
GPKOW	432.7238	364.5464	369.572	340.2529
LOC651344	88.41465	88.29124	75.51134	98.45266
HS.568866	112.0528	76.6582	95.69839	66.47358
HS.59908	99.99108	90.94715	85.39637	78.11148
XKR4	104.8098	86.16035	89.51095	80.66851
LOC649417	134.721	124.1712	115.0558	110.1316
HS.562098	103.5757	97.5112	88.45608	81.83471
FXC1	441.8139	291.461	377.3089	363.4669
RGMA	191.7795	199.7202	163.7775	150.8873
HS.540857	119.2117	98.71043	101.8052	91.82142
HS.136788	107.4665	90.68551	91.77489	82.08836
MAP3K14	286.9697	174.5996	245.0673	201.0301
HS.574683	90.04139	70.4099	76.89263	88.62844
HS.523076	107.2178	75.56452	91.55486	105.007
MGC57346	490.6505	462.7586	418.9524	355.8065
MAP3K10	116.7783	80.34689	99.7095	77.45473
LOC401431	401.9196	251.9068	343.1664	271.9
LOC730686	134.1753	96.31783	114.5609	92.0192
HS.123349	136.3217	100.0576	116.3933	105.2364
CPNE9	107.5424	82.46072	91.8183	78.65473
HS.551438	120.0033	113.5534	102.4567	118.7549
DDR1	268.7403	276.335	229.4421	281.8849
SRRM2	4658	4048.593	3976.843	3710.933
NSD1	175.1704	139.3966	149.5532	139.1382
HS.554324	115.2846	94.33677	98.42493	93.15598
HS.560726	236.532	185.8469	201.9406	192.0318
LOC644204	112.8542	96.92862	96.34923	100.4144
HS.541380	100.5442	82.58298	85.83955	87.7888
OR5H15	112.422	85.07312	95.97961	90.60973
ZBTB43	1337.636	983.5485	1141.97	994.0384
ANKMY2	569.8326	551.6505	486.4737	510.1625
IGSF10	94.545	71.36822	80.71393	66.98419
RAF1	1444.545	1067.761	1233.207	933.8807
HS.542162	91.86405	85.45888	78.42208	73.43278
LOC645196	124.4619	100.5734	106.2496	94.14272
AAK1	279.6275	260.2036	238.7095	274.2874
HS.264606	103.6172	96.19628	88.45147	92.18299
HS.524705	113.0276	90.71711	96.48397	95.31773
HS.563667	111.0013	84.8329	94.75294	88.62447
LOC441847	105.5558	121.123	90.10133	90.65444
PLSCR4	295.45	241.6788	252.1886	252.5185
HS.557456	114.0694	88.51028	97.36567	88.00735
DPEP2	83.93439	69.13655	71.6416	85.20255
HES5	130.7987	97.32616	111.6421	91.9788
HS.441075	108.1111	93.06691	92.27309	81.2782
DNAJC19	475.0003	433.924	405.4033	426.126
TMEM91	208.2883	206.5219	177.758	188.2349
DSG1	107.7957	92.18896	91.99362	79.6499
LOC652566	119.9153	92.15475	102.3361	103.4754
FMNL1	241.2722	203.7299	205.8978	188.6593
FAM62C	107.7761	98.06618	91.97403	100.8977
HS.579409	105.2503	84.28875	89.81776	85.55969
UPB1	112.5776	89.10268	96.07047	84.7641
HS.388903	99.98534	78.29446	85.32349	74.40971
WNT10A	112.0274	91.79463	95.59916	94.07124
LOC400759	120.3741	113.2976	102.7212	95.45049
HS.258301	107.2486	93.84964	91.52048	91.45265
HNRPK	2977.303	2383.858	2540.654	2631.351
GSTM4	165.3608	155.123	141.1044	144.8219
KDELR1	4174.667	3644.749	3562.257	3354.764
IQCF1	102.1477	76.73441	87.16286	85.791
ZMIZ1	3283.417	3187.205	2801.736	2489.852
ZNF324	557.3703	474.1632	475.5896	460.886
CPNE5	100.5991	81.10156	85.8351	75.96867
C18ORF56	367.0761	361.6341	313.2016	277.0257
SMYD2	834.1788	714.8127	711.7189	640.7779
SOCS7	116.5431	100.1205	99.43301	96.89265
LOC646299	127.1433	114.754	108.4752	79.87567
PHLDB2	322.3563	266.1387	275.023	252.5776
GABARAPL2	2591.262	2257.381	2210.733	2040.224
LOC644869	557.4922	473.7671	475.6192	437.5575
LOC285908	170.5972	132.2222	145.5395	115.5741
LOC255130	114.1694	98.1414	97.39669	82.61804
HS.211210	135.0782	101.5431	115.2287	123.2384
LOC90342	103.9193	90.52666	88.64777	78.99718
HS.523977	110.9961	97.68621	94.68176	94.43749
LOC441440	104.6467	81.97128	89.26396	82.42393
BST2	1090.674	937.445	930.3404	752.1052
FGF18	140.0486	100.1521	119.4594	107.2991
CDKN1C	339.2349	379.4485	289.3579	278.7664
HS.565662	124.9598	96.04349	106.5863	76.47003
RAD17	273.2086	218.1737	233.036	208.2859
HS.377257	125.1275	115.8624	106.7287	97.28899
SIRT1	855.2353	713.7837	729.4551	748.7119
HS.294603	2185.051	1924.112	1863.679	2017.193
PEX14	357.7372	305.5348	305.1193	306.864
FYCO1	846.7626	832.9252	722.1924	788.7305
SRXN1	3110.639	1620.334	2653.014	1905.933
LOC440055	4462.795	3851.39	3806.128	4632.227
SLC6A3	110.3906	91.03041	94.14663	98.35809
TMEM83	99.73123	79.98492	85.05554	78.07433
C17ORF42	135.9064	103.558	115.9031	103.6027
AEBP2	296.9418	293.789	253.2324	237.0953
HS.548284	113.2046	94.54901	96.53959	82.00641
CPT2	559.7115	661.3504	477.312	517.5748
NDC80	653.7017	573.4094	557.4551	456.1208
HS.269571	100.3805	89.2565	85.59888	86.48107
LOC648576	96.17779	82.80635	82.01457	76.93476
ZNF311	234.4803	201.2619	199.9494	174.1463
RNF126	992.4566	719.8566	846.3016	646.2791
LOC653080	182.4206	148.0863	155.5509	139.6864
HS.573580	110.7511	80.47422	94.43642	78.62321
LOC390367	120.2728	103.4894	102.5521	99.54116
ACBD6	943.2076	771.5229	804.2272	710.0237
DNAJB13	109.1598	96.78568	93.07285	84.68686
HS.564439	125.8126	111.408	107.2712	91.75452
HS.513783	113.2432	102.9421	96.5536	96.73547
CDC23	1271.473	1176.86	1084.075	1133.186
YIPF6	2930.782	2460.769	2498.8	2381.869
LOC730243	107.0974	87.11285	91.31116	113.6394
SFRS10	3857.992	3147.739	3289.156	2800.748
SLC25A11	344.9822	286.3743	294.1158	242.8394
KCNAB3	112.3435	114.0752	95.77647	96.82778
HS.577207	113.3271	96.57908	96.6123	95.14066
GAPDH	18697.36	15165.1	15939.56	13585.6
HS.275545	92.22502	69.73261	78.62092	80.92014
SCGB1C1	139.27	115.2538	118.7256	109.1188
HS.563116	108.9021	91.33624	92.83702	82.00451
C16ORF7	396.9706	390.1676	338.3995	355.3158
LOC642354	102.3479	86.16699	87.24644	90.77696
CXORF50	99.64572	85.40245	84.94222	76.40041
STMN1	833.2784	717.5091	710.3204	625.2766
REXO4	1251.082	822.379	1066.462	874.2849
HS.576530	115.9648	101.5898	98.84892	112.4554
LOC653505	6999.599	5645.934	5966.478	5579.929
CHID1	121.6647	95.72661	103.703	109.7191
HNRPM	5210.477	4105.871	4441.153	3833.551
RBP4	103.481	96.66998	88.19907	88.4939
HS.560187	99.5835	92.74107	84.87609	92.9301
LOC649095	122.2718	138.4908	104.2123	107.7071
OR2M2	99.09994	92.01141	84.46182	79.47038
IQCB1	289.5069	212.9176	246.7432	231.35
METTL4	442.8781	358.9748	377.4457	351.1002
LOC729919	135.6619	108.823	115.6155	110.0191
LEO1	596.9081	608.4849	508.6967	450.6651
HS.583233	94.88284	77.48862	80.86088	82.3269
LOC642471	99.07142	86.482	84.43027	73.8751
ACOT8	404.0103	327.989	344.3019	318.0918
RBM15B	393.6087	282.4979	335.4344	269.0472
HS.552307	106.8313	85.25526	91.04094	80.92812
FLOT2	4078.208	4207.419	3475.406	3626.111
HS.146933	115.4363	86.35153	98.37282	100.2998
C17ORF71	470.4308	382.7983	400.8825	372.6572
LOC392979	105.3074	92.09138	89.73765	77.04384
HS.461819	193.5981	180.4273	164.9734	151.1845
UHRF1	2566.671	1559.464	2187.136	1499.507
HS.567461	108.326	88.0426	92.30692	83.8948
SALL2	128.7671	106.5	109.7251	104.2889
ABHD11	201.0681	163.9109	171.3333	148.8713
HS.358845	109.1399	91.52808	92.99908	93.23693
ZMYND8	614.4592	609.0345	523.582	619.6868
LEMD2	1318.644	1038.598	1123.604	980.0741
LOC441135	112.7885	90.58219	96.10471	87.13277
FLJ33360	95.01269	89.74512	80.95612	85.81001
HS.112954	119.5244	89.51837	101.84	96.0011
MKRN1	4182.763	4238.084	3563.827	3534.796
LOC651612	104.0844	80.5885	88.68179	81.16177
IPO11	1882.332	1632.644	1603.774	1367.51
DUSP2	111.2094	94.61049	94.75098	80.12382
HS.181245	110.547	97.4772	94.18507	86.06685
ANGPTL1	101.0792	85.76147	86.11695	82.76662
LOC646503	114.8585	78.51349	97.85582	78.12577
TMEM104	239.6801	208.4983	204.1926	263.7855
LOC220686	440.5722	340.9089	375.3385	325.0072
RHBDF1	5908.22	4982.194	5033.304	4924.075
ABRA	116.3445	98.80319	99.11518	86.7058
LOC654147	121.6211	91.4222	103.61	105.2047
USP1	735.2378	587.3827	626.3533	558.5925
